CCODE,SCODE,YEAR,XRREG,XRCOMP,XROPEN,XCONST,PARREG,PARCOMP,DEMOCRACY,AUTOCRACY,POLITY,ORIGIN
211,BEL,1971,3,3,4,7,5,5,10,0,10,0
211,BEL,1972,3,3,4,7,5,5,10,0,10,0
211,BEL,1973,3,3,4,7,5,5,10,0,10,0
211,BEL,1974,3,3,4,7,5,5,10,0,10,0
211,BEL,1975,3,3,4,7,5,5,10,0,10,0
211,BEL,1976,3,3,4,7,5,5,10,0,10,0
211,BEL,1977,3,3,4,7,5,5,10,0,10,0
211,BEL,1978,3,3,4,7,5,5,10,0,10,0
211,BEL,1979,3,3,4,7,5,5,10,0,10,0
211,BEL,1980,3,3,4,7,5,5,10,0,10,0
211,BEL,1981,3,3,4,7,5,5,10,0,10,0
211,BEL,1982,3,3,4,7,5,5,10,0,10,0
211,BEL,1983,3,3,4,7,5,5,10,0,10,0
211,BEL,1984,3,3,4,7,5,5,10,0,10,0
211,BEL,1985,3,3,4,7,5,5,10,0,10,0
211,BEL,1986,3,3,4,7,5,5,10,0,10,0
211,BEL,1987,3,3,4,7,5,5,10,0,10,0
211,BEL,1988,3,3,4,7,5,5,10,0,10,0
211,BEL,1989,3,3,4,7,5,5,10,0,10,0
211,BEL,1990,3,3,4,7,5,5,10,0,10,0
211,BEL,1991,3,3,4,7,5,5,10,0,10,0
211,BEL,1992,3,3,4,7,5,5,10,0,10,0
211,BEL,1993,3,3,4,7,5,5,10,0,10,0
211,BEL,1994,3,3,4,7,5,5,10,0,10,0
211,BEL,1995,3,3,4,7,5,5,10,0,10,0
211,BEL,1996,3,3,4,7,5,5,10,0,10,0
211,BEL,1997,3,3,4,7,5,5,10,0,10,0
211,BEL,1998,3,3,4,7,5,5,10,0,10,0
211,BEL,1999,3,3,4,7,5,5,10,0,10,0
211,BEL,2000,3,3,4,7,5,5,10,0,10,0
211,BEL,2001,3,3,4,7,5,5,10,0,10,0
211,BEL,2002,3,3,4,7,5,5,10,0,10,0
211,BEL,2003,3,3,4,7,5,5,10,0,10,0
211,BEL,2004,3,3,4,7,5,5,10,0,10,0
211,BEL,2005,3,3,4,7,5,5,10,0,10,0
211,BEL,2006,3,3,4,7,5,5,10,0,10,0
211,BEL,2007,3,3,4,7,2,3,8,0,8,0
212,LUX,1867,3,1,3,5,4,2,2,5,-3,1
212,LUX,1868,3,1,3,5,4,2,2,5,-3,1
212,LUX,1869,3,1,3,5,4,2,2,5,-3,1
212,LUX,1870,3,1,3,5,4,2,2,5,-3,1
212,LUX,1871,3,1,3,5,4,2,2,5,-3,1
212,LUX,1872,3,1,3,5,4,2,2,5,-3,1
212,LUX,1873,3,1,3,5,4,2,2,5,-3,1
212,LUX,1874,3,1,3,5,4,2,2,5,-3,1
212,LUX,1875,3,1,3,5,4,2,2,5,-3,1
212,LUX,1876,3,1,3,5,4,2,2,5,-3,1
212,LUX,1877,3,1,3,5,4,2,2,5,-3,1
212,LUX,1878,3,1,3,5,4,2,2,5,-3,1
212,LUX,1879,3,1,3,5,5,4,4,2,2,1
212,LUX,1880,3,1,3,5,5,4,4,2,2,1
212,LUX,1881,3,1,3,5,5,4,4,2,2,1
212,LUX,1882,3,1,3,5,5,4,4,2,2,1
212,LUX,1883,3,1,3,5,5,4,4,2,2,1
212,LUX,1884,3,1,3,5,5,4,4,2,2,1
212,LUX,1885,3,1,3,5,5,4,4,2,2,1
212,LUX,1886,3,1,3,5,5,4,4,2,2,1
212,LUX,1887,3,1,3,5,5,4,4,2,2,1
212,LUX,1888,3,1,3,5,5,4,4,2,2,1
212,LUX,1889,3,1,3,5,5,4,4,2,2,1
212,LUX,1890,3,2,4,6,5,4,7,0,7,1
212,LUX,1891,3,2,4,6,5,4,7,0,7,1
212,LUX,1892,3,2,4,6,5,4,7,0,7,1
212,LUX,1893,3,2,4,6,5,4,7,0,7,1
212,LUX,1894,3,2,4,6,5,4,7,0,7,1
212,LUX,1895,3,2,4,6,5,4,7,0,7,1
212,LUX,1896,3,2,4,6,5,4,7,0,7,1
212,LUX,1897,3,2,4,6,5,4,7,0,7,1
212,LUX,1898,3,2,4,6,5,4,7,0,7,1
212,LUX,1899,3,2,4,6,5,4,7,0,7,1
212,LUX,1900,3,2,4,6,5,4,7,0,7,1
212,LUX,1901,3,2,4,6,5,4,7,0,7,1
212,LUX,1902,3,2,4,6,5,4,7,0,7,1
212,LUX,1903,3,2,4,6,5,4,7,0,7,1
212,LUX,1904,3,2,4,6,5,4,7,0,7,1
212,LUX,1905,3,2,4,6,5,4,7,0,7,1
212,LUX,1906,3,2,4,6,5,4,7,0,7,1
212,LUX,1907,3,2,4,6,5,4,7,0,7,1
212,LUX,1908,3,2,4,6,5,4,7,0,7,1
212,LUX,1909,3,2,4,6,5,4,7,0,7,1
212,LUX,1910,3,2,4,6,5,4,7,0,7,1
212,LUX,1911,3,2,4,6,5,4,7,0,7,1
212,LUX,1912,3,2,4,6,5,4,7,0,7,1
212,LUX,1913,3,2,4,6,5,4,7,0,7,1
212,LUX,1914,3,2,4,6,5,4,7,0,7,1
212,LUX,1915,3,2,4,6,5,4,7,0,7,1
212,LUX,1916,3,2,4,6,5,4,7,0,7,1
212,LUX,1917,3,2,4,6,5,4,7,0,7,1
212,LUX,1918,3,2,4,6,5,4,7,0,7,1
212,LUX,1919,3,3,4,7,5,5,10,0,10,1
212,LUX,1920,3,3,4,7,5,5,10,0,10,1
212,LUX,1921,3,3,4,7,5,5,10,0,10,1
212,LUX,1922,3,3,4,7,5,5,10,0,10,1
212,LUX,1923,3,3,4,7,5,5,10,0,10,1
212,LUX,1924,3,3,4,7,5,5,10,0,10,1
212,LUX,1925,3,3,4,7,5,5,10,0,10,1
212,LUX,1926,3,3,4,7,5,5,10,0,10,1
212,LUX,1927,3,3,4,7,5,5,10,0,10,1
212,LUX,1928,3,3,4,7,5,5,10,0,10,1
212,LUX,1929,3,3,4,7,5,5,10,0,10,1
212,LUX,1930,3,3,4,7,5,5,10,0,10,1
212,LUX,1931,3,3,4,7,5,5,10,0,10,1
212,LUX,1932,3,3,4,7,5,5,10,0,10,1
212,LUX,1933,3,3,4,7,5,5,10,0,10,1
212,LUX,1934,3,3,4,7,5,5,10,0,10,1
212,LUX,1935,3,3,4,7,5,5,10,0,10,1
212,LUX,1936,3,3,4,7,5,5,10,0,10,1
212,LUX,1937,3,3,4,7,5,5,10,0,10,1
212,LUX,1938,3,3,4,7,5,5,10,0,10,1
212,LUX,1939,3,3,4,7,5,5,10,0,10,1
212,LUX,1940,-66,-66,-66,-66,-66,-66,-66,-66,-66,1
212,LUX,1941,-66,-66,-66,-66,-66,-66,-66,-66,-66,1
212,LUX,1942,-66,-66,-66,-66,-66,-66,-66,-66,-66,1
212,LUX,1943,-66,-66,-66,-66,-66,-66,-66,-66,-66,1
212,LUX,1944,-66,-66,-66,-66,-66,-66,-66,-66,-66,1
212,LUX,1945,-66,-66,-66,-66,-66,-66,-66,-66,-66,1
212,LUX,1946,3,3,4,7,5,5,10,0,10,1
212,LUX,1947,3,3,4,7,5,5,10,0,10,1
212,LUX,1948,3,3,4,7,5,5,10,0,10,1
212,LUX,1949,3,3,4,7,5,5,10,0,10,1
212,LUX,1950,3,3,4,7,5,5,10,0,10,1
212,LUX,1951,3,3,4,7,5,5,10,0,10,1
212,LUX,1952,3,3,4,7,5,5,10,0,10,1
212,LUX,1953,3,3,4,7,5,5,10,0,10,1
212,LUX,1954,3,3,4,7,5,5,10,0,10,1
212,LUX,1955,3,3,4,7,5,5,10,0,10,1
212,LUX,1956,3,3,4,7,5,5,10,0,10,1
212,LUX,1957,3,3,4,7,5,5,10,0,10,1
212,LUX,1958,3,3,4,7,5,5,10,0,10,1
212,LUX,1959,3,3,4,7,5,5,10,0,10,1
212,LUX,1960,3,3,4,7,5,5,10,0,10,1
212,LUX,1961,3,3,4,7,5,5,10,0,10,1
212,LUX,1962,3,3,4,7,5,5,10,0,10,1
212,LUX,1963,3,3,4,7,5,5,10,0,10,1
212,LUX,1964,3,3,4,7,5,5,10,0,10,1
212,LUX,1965,3,3,4,7,5,5,10,0,10,1
212,LUX,1966,3,3,4,7,5,5,10,0,10,1
212,LUX,1967,3,3,4,7,5,5,10,0,10,1
212,LUX,1968,3,3,4,7,5,5,10,0,10,1
212,LUX,1969,3,3,4,7,5,5,10,0,10,1
212,LUX,1970,3,3,4,7,5,5,10,0,10,1
212,LUX,1971,3,3,4,7,5,5,10,0,10,1
212,LUX,1972,3,3,4,7,5,5,10,0,10,1
212,LUX,1973,3,3,4,7,5,5,10,0,10,1
212,LUX,1974,3,3,4,7,5,5,10,0,10,1
212,LUX,1975,3,3,4,7,5,5,10,0,10,1
212,LUX,1976,3,3,4,7,5,5,10,0,10,1
212,LUX,1977,3,3,4,7,5,5,10,0,10,1
212,LUX,1978,3,3,4,7,5,5,10,0,10,1
212,LUX,1979,3,3,4,7,5,5,10,0,10,1
212,LUX,1980,3,3,4,7,5,5,10,0,10,1
212,LUX,1981,3,3,4,7,5,5,10,0,10,1
212,LUX,1982,3,3,4,7,5,5,10,0,10,1
212,LUX,1983,3,3,4,7,5,5,10,0,10,1
212,LUX,1984,3,3,4,7,5,5,10,0,10,1
212,LUX,1985,3,3,4,7,5,5,10,0,10,1
212,LUX,1986,3,3,4,7,5,5,10,0,10,1
212,LUX,1987,3,3,4,7,5,5,10,0,10,1
212,LUX,1988,3,3,4,7,5,5,10,0,10,1
212,LUX,1989,3,3,4,7,5,5,10,0,10,1
212,LUX,1990,3,3,4,7,5,5,10,0,10,1
212,LUX,1991,3,3,4,7,5,5,10,0,10,1
212,LUX,1992,3,3,4,7,5,5,10,0,10,1
212,LUX,1993,3,3,4,7,5,5,10,0,10,1
212,LUX,1994,3,3,4,7,5,5,10,0,10,1
212,LUX,1995,3,3,4,7,5,5,10,0,10,1
212,LUX,1996,3,3,4,7,5,5,10,0,10,1
212,LUX,1997,3,3,4,7,5,5,10,0,10,1
212,LUX,1998,3,3,4,7,5,5,10,0,10,1
212,LUX,1999,3,3,4,7,5,5,10,0,10,3
212,LUX,2000,3,3,4,7,5,5,10,0,10,3
212,LUX,2001,3,3,4,7,5,5,10,0,10,3
212,LUX,2002,3,3,4,7,5,5,10,0,10,3
212,LUX,2003,3,3,4,7,5,5,10,0,10,3
212,LUX,2004,3,3,4,7,5,5,10,0,10,3
220,FRA,1816,3,1,2,3,3,3,1,5,-4,0
220,FRA,1817,3,1,2,3,3,3,1,5,-4,0
220,FRA,1818,3,1,2,3,3,3,1,5,-4,0
220,FRA,1819,3,1,2,3,3,3,1,5,-4,0
220,FRA,1820,3,1,2,3,3,3,1,5,-4,0
220,FRA,1821,3,1,2,3,3,3,1,5,-4,0
220,FRA,1822,3,1,2,3,3,3,1,5,-4,0
220,FRA,1823,3,1,2,3,3,3,1,5,-4,0
220,FRA,1824,3,1,2,3,3,3,1,5,-4,0
220,FRA,1825,3,1,2,3,3,3,1,5,-4,0
220,FRA,1826,3,1,2,3,3,3,1,5,-4,0
220,FRA,1827,3,1,2,3,3,3,1,5,-4,0
220,FRA,1828,3,1,2,3,3,3,1,5,-4,0
220,FRA,1829,3,1,2,3,3,3,1,5,-4,0
220,FRA,1830,3,1,2,5,3,3,3,4,-1,0
220,FRA,1831,3,1,2,5,3,3,3,4,-1,0
220,FRA,1832,3,1,2,5,3,3,3,4,-1,0
220,FRA,1833,3,1,2,5,3,3,3,4,-1,0
220,FRA,1834,3,1,2,5,3,3,3,4,-1,0
220,FRA,1835,3,1,2,5,3,3,3,4,-1,0
220,FRA,1836,3,1,2,5,3,3,3,4,-1,0
220,FRA,1837,3,1,2,5,3,3,3,4,-1,0
220,FRA,1838,3,1,2,5,3,3,3,4,-1,0
220,FRA,1839,3,1,2,5,3,3,3,4,-1,0
220,FRA,1840,3,1,2,5,3,3,3,4,-1,0
220,FRA,1841,3,1,2,5,3,3,3,4,-1,0
220,FRA,1842,3,1,2,5,3,3,3,4,-1,0
220,FRA,1843,3,1,2,5,3,3,3,4,-1,0
220,FRA,1844,3,1,2,5,3,3,3,4,-1,0
220,FRA,1845,3,1,2,5,3,3,3,4,-1,0
220,FRA,1846,3,1,2,5,3,3,3,4,-1,0
220,FRA,1847,3,1,2,5,3,3,3,4,-1,0
220,FRA,1848,3,3,4,5,2,3,6,0,6,0
220,FRA,1849,3,3,4,5,2,3,6,0,6,0
220,FRA,1850,3,3,4,5,2,3,6,0,6,0
220,FRA,1851,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1852,2,1,4,1,4,2,0,8,-8,0
220,FRA,1853,2,1,4,1,4,2,0,8,-8,0
220,FRA,1854,2,1,4,1,4,2,0,8,-8,0
220,FRA,1855,2,1,4,1,4,2,0,8,-8,0
220,FRA,1856,2,1,4,1,4,2,0,8,-8,0
220,FRA,1857,2,1,4,1,4,2,0,8,-8,0
220,FRA,1858,2,1,4,1,4,2,0,8,-8,0
220,FRA,1859,2,1,4,1,4,2,0,8,-8,0
220,FRA,1860,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1861,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1862,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1863,2,1,4,3,4,2,0,6,-6,0
220,FRA,1864,2,1,4,3,4,2,0,6,-6,0
220,FRA,1865,2,1,4,3,4,2,0,6,-6,0
220,FRA,1866,2,1,4,3,4,2,0,6,-6,0
220,FRA,1867,2,1,4,3,4,2,0,6,-6,0
220,FRA,1868,2,1,4,3,4,2,0,6,-6,0
220,FRA,1869,2,1,4,5,4,2,2,5,-3,0
220,FRA,1870,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1871,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1872,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1873,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1874,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1875,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1876,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1877,3,3,4,7,1,0,7,0,7,0
220,FRA,1878,3,3,4,7,1,0,7,0,7,0
220,FRA,1879,3,3,4,7,1,0,7,0,7,0
220,FRA,1880,3,3,4,7,1,0,7,0,7,0
220,FRA,1881,3,3,4,7,1,0,7,0,7,0
220,FRA,1882,3,3,4,7,1,0,7,0,7,0
220,FRA,1883,3,3,4,7,1,0,7,0,7,0
220,FRA,1884,3,3,4,7,1,0,7,0,7,0
220,FRA,1885,3,3,4,7,1,0,7,0,7,0
220,FRA,1886,3,3,4,7,1,0,7,0,7,0
220,FRA,1887,3,3,4,7,1,0,7,0,7,0
220,FRA,1888,3,3,4,7,1,0,7,0,7,0
220,FRA,1889,3,3,4,7,1,0,7,0,7,0
220,FRA,1890,3,3,4,7,1,0,7,0,7,0
220,FRA,1891,3,3,4,7,1,0,7,0,7,0
220,FRA,1892,3,3,4,7,1,0,7,0,7,0
220,FRA,1893,3,3,4,7,1,0,7,0,7,0
220,FRA,1894,3,3,4,7,1,0,7,0,7,0
220,FRA,1895,3,3,4,7,1,0,7,0,7,0
220,FRA,1896,3,3,4,7,1,0,7,0,7,0
220,FRA,1897,3,3,4,7,1,0,7,0,7,0
220,FRA,1898,3,3,4,7,2,3,8,0,8,0
220,FRA,1899,3,3,4,7,2,3,8,0,8,0
220,FRA,1900,3,3,4,7,2,3,8,0,8,0
220,FRA,1901,3,3,4,7,2,3,8,0,8,0
220,FRA,1902,3,3,4,7,2,3,8,0,8,0
220,FRA,1903,3,3,4,7,2,3,8,0,8,0
220,FRA,1904,3,3,4,7,2,3,8,0,8,0
220,FRA,1905,3,3,4,7,2,3,8,0,8,0
220,FRA,1906,3,3,4,7,2,3,8,0,8,0
220,FRA,1907,3,3,4,7,2,3,8,0,8,0
220,FRA,1908,3,3,4,7,2,3,8,0,8,0
220,FRA,1909,3,3,4,7,2,3,8,0,8,0
220,FRA,1910,3,3,4,7,2,3,8,0,8,0
220,FRA,1911,3,3,4,7,2,3,8,0,8,0
220,FRA,1912,3,3,4,7,2,3,8,0,8,0
220,FRA,1913,3,3,4,7,2,3,8,0,8,0
220,FRA,1914,3,3,4,7,2,3,8,0,8,0
220,FRA,1915,3,3,4,7,2,3,8,0,8,0
220,FRA,1916,3,3,4,7,2,3,8,0,8,0
220,FRA,1917,3,3,4,7,2,3,8,0,8,0
220,FRA,1918,3,3,4,7,2,3,8,0,8,0
220,FRA,1919,3,3,4,7,5,4,9,0,9,0
220,FRA,1920,3,3,4,7,5,4,9,0,9,0
220,FRA,1921,3,3,4,7,5,4,9,0,9,0
220,FRA,1922,3,3,4,7,5,4,9,0,9,0
220,FRA,1923,3,3,4,7,5,4,9,0,9,0
220,FRA,1924,3,3,4,7,5,4,9,0,9,0
220,FRA,1925,3,3,4,7,5,4,9,0,9,0
220,FRA,1926,3,3,4,7,5,4,9,0,9,0
220,FRA,1927,3,3,4,7,5,4,9,0,9,0
220,FRA,1928,3,3,4,7,5,4,9,0,9,0
220,FRA,1929,3,3,4,7,5,4,9,0,9,0
220,FRA,1930,3,3,4,7,5,5,10,0,10,0
220,FRA,1931,3,3,4,7,5,5,10,0,10,0
220,FRA,1932,3,3,4,7,5,5,10,0,10,0
220,FRA,1933,3,3,4,7,5,5,10,0,10,0
220,FRA,1934,3,3,4,7,5,5,10,0,10,0
220,FRA,1935,3,3,4,7,5,5,10,0,10,0
220,FRA,1936,3,3,4,7,5,5,10,0,10,0
220,FRA,1937,3,3,4,7,5,5,10,0,10,0
220,FRA,1938,3,3,4,7,5,5,10,0,10,0
220,FRA,1939,3,3,4,7,5,5,10,0,10,0
220,FRA,1940,2,1,4,1,4,1,0,9,-9,0
220,FRA,1941,2,1,4,1,4,1,0,9,-9,0
220,FRA,1942,2,1,4,1,4,1,0,9,-9,0
220,FRA,1943,2,1,4,1,4,1,0,9,-9,0
220,FRA,1944,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1945,-88,-88,-88,-88,-88,-88,-88,-88,-88,0
220,FRA,1946,3,3,4,7,5,5,10,0,10,0
220,FRA,1947,3,3,4,7,5,5,10,0,10,0
220,FRA,1948,3,3,4,7,5,5,10,0,10,0
220,FRA,1949,3,3,4,7,5,5,10,0,10,0
220,FRA,1950,3,3,4,7,5,5,10,0,10,0
220,FRA,1951,3,3,4,7,5,5,10,0,10,0
220,FRA,1952,3,3,4,7,5,5,10,0,10,0
220,FRA,1953,3,3,4,7,5,5,10,0,10,0
220,FRA,1954,3,3,4,7,5,5,10,0,10,0
220,FRA,1955,3,3,4,7,5,5,10,0,10,0
220,FRA,1956,3,3,4,7,5,5,10,0,10,0
220,FRA,1957,3,3,4,7,5,5,10,0,10,0
220,FRA,1958,3,3,4,3,5,5,6,1,5,0
220,FRA,1959,3,3,4,3,5,5,6,1,5,0
220,FRA,1960,3,3,4,3,5,5,6,1,5,0
220,FRA,1961,3,3,4,3,5,5,6,1,5,0
220,FRA,1962,3,3,4,3,5,5,6,1,5,0
220,FRA,1963,3,3,4,3,5,5,6,1,5,0
220,FRA,1964,3,3,4,3,5,5,6,1,5,0
220,FRA,1965,3,3,4,3,5,5,6,1,5,0
220,FRA,1966,3,3,4,3,5,5,6,1,5,0
220,FRA,1967,3,3,4,3,5,5,6,1,5,0
220,FRA,1968,3,3,4,3,5,5,6,1,5,0
220,FRA,1969,3,3,4,5,5,5,8,0,8,0
220,FRA,1970,3,3,4,5,5,5,8,0,8,0
220,FRA,1971,3,3,4,5,5,5,8,0,8,0
220,FRA,1972,3,3,4,5,5,5,8,0,8,0
220,FRA,1973,3,3,4,5,5,5,8,0,8,0
220,FRA,1974,3,3,4,5,5,5,8,0,8,0
220,FRA,1975,3,3,4,5,5,5,8,0,8,0
220,FRA,1976,3,3,4,5,5,5,8,0,8,0
220,FRA,1977,3,3,4,5,5,5,8,0,8,0
220,FRA,1978,3,3,4,5,5,5,8,0,8,0
220,FRA,1979,3,3,4,5,5,5,8,0,8,0
220,FRA,1980,3,3,4,5,5,5,8,0,8,0
220,FRA,1981,3,3,4,5,5,5,8,0,8,0
220,FRA,1982,3,3,4,5,5,5,8,0,8,0
220,FRA,1983,3,3,4,5,5,5,8,0,8,0
220,FRA,1984,3,3,4,5,5,5,8,0,8,0
220,FRA,1985,3,3,4,5,5,5,8,0,8,0
220,FRA,1986,3,3,4,6,5,5,9,0,9,0
220,FRA,1987,3,3,4,6,5,5,9,0,9,0
220,FRA,1988,3,3,4,6,5,5,9,0,9,0
220,FRA,1989,3,3,4,6,5,5,9,0,9,0
220,FRA,1990,3,3,4,6,5,5,9,0,9,0
220,FRA,1991,3,3,4,6,5,5,9,0,9,0
220,FRA,1992,3,3,4,6,5,5,9,0,9,0
220,FRA,1993,3,3,4,6,5,5,9,0,9,0
220,FRA,1994,3,3,4,6,5,5,9,0,9,0
220,FRA,1995,3,3,4,6,5,5,9,0,9,0
220,FRA,1996,3,3,4,6,5,5,9,0,9,0
220,FRA,1997,3,3,4,6,5,5,9,0,9,0
220,FRA,1998,3,3,4,6,5,5,9,0,9,0
220,FRA,1999,3,3,4,6,5,5,9,0,9,0
220,FRA,2000,3,3,4,6,5,5,9,0,9,0
220,FRA,2001,3,3,4,6,5,5,9,0,9,0
220,FRA,2002,3,3,4,6,5,5,9,0,9,0
220,FRA,2003,3,3,4,6,5,5,9,0,9,0
220,FRA,2004,3,3,4,6,5,5,9,0,9,0
220,FRA,2005,3,3,4,6,5,5,9,0,9,0
220,FRA,2006,3,3,4,6,5,5,9,0,9,0
220,FRA,2007,3,3,4,6,5,5,9,0,9,0
225,CHE,1816,3,3,4,7,5,5,10,0,10,3
225,CHE,1817,3,3,4,7,5,5,10,0,10,3
225,CHE,1818,3,3,4,7,5,5,10,0,10,3
225,CHE,1819,3,3,4,7,5,5,10,0,10,3
225,CHE,1820,3,3,4,7,5,5,10,0,10,3
225,CHE,1821,3,3,4,7,5,5,10,0,10,3
225,CHE,1822,3,3,4,7,5,5,10,0,10,3
225,CHE,1823,3,3,4,7,5,5,10,0,10,3
225,CHE,1824,3,3,4,7,5,5,10,0,10,3
225,CHE,1825,3,3,4,7,5,5,10,0,10,3
225,CHE,1826,3,3,4,7,5,5,10,0,10,3
225,CHE,1827,3,3,4,7,5,5,10,0,10,3
225,CHE,1828,3,3,4,7,5,5,10,0,10,3
225,CHE,1829,3,3,4,7,5,5,10,0,10,3
225,CHE,1830,3,3,4,7,5,5,10,0,10,3
225,CHE,1831,3,3,4,7,5,5,10,0,10,3
225,CHE,1832,3,3,4,7,5,5,10,0,10,3
225,CHE,1833,3,3,4,7,5,5,10,0,10,3
225,CHE,1834,3,3,4,7,5,5,10,0,10,3
225,CHE,1835,3,3,4,7,5,5,10,0,10,3
225,CHE,1836,3,3,4,7,5,5,10,0,10,3
225,CHE,1837,3,3,4,7,5,5,10,0,10,3
225,CHE,1838,3,3,4,7,5,5,10,0,10,3
225,CHE,1839,3,3,4,7,5,5,10,0,10,3
225,CHE,1840,3,3,4,7,5,5,10,0,10,3
225,CHE,1841,3,3,4,7,5,5,10,0,10,3
225,CHE,1842,3,3,4,7,5,5,10,0,10,3
225,CHE,1843,3,3,4,7,5,5,10,0,10,3
225,CHE,1844,3,3,4,7,5,5,10,0,10,3
225,CHE,1845,3,3,4,7,5,5,10,0,10,3
225,CHE,1846,3,3,4,7,5,5,10,0,10,3
225,CHE,1847,3,3,4,7,5,5,10,0,10,3
225,CHE,1848,3,3,4,7,5,5,10,0,10,0
225,CHE,1849,3,3,4,7,5,5,10,0,10,0
225,CHE,1850,3,3,4,7,5,5,10,0,10,0
225,CHE,1851,3,3,4,7,5,5,10,0,10,0
225,CHE,1852,3,3,4,7,5,5,10,0,10,0
225,CHE,1853,3,3,4,7,5,5,10,0,10,0
225,CHE,1854,3,3,4,7,5,5,10,0,10,0
225,CHE,1855,3,3,4,7,5,5,10,0,10,0
225,CHE,1856,3,3,4,7,5,5,10,0,10,0
225,CHE,1857,3,3,4,7,5,5,10,0,10,0
225,CHE,1858,3,3,4,7,5,5,10,0,10,0
225,CHE,1859,3,3,4,7,5,5,10,0,10,0
225,CHE,1860,3,3,4,7,5,5,10,0,10,0
225,CHE,1861,3,3,4,7,5,5,10,0,10,0
225,CHE,1862,3,3,4,7,5,5,10,0,10,0
225,CHE,1863,3,3,4,7,5,5,10,0,10,0
225,CHE,1864,3,3,4,7,5,5,10,0,10,0
225,CHE,1865,3,3,4,7,5,5,10,0,10,0
225,CHE,1866,3,3,4,7,5,5,10,0,10,0
225,CHE,1867,3,3,4,7,5,5,10,0,10,0
225,CHE,1868,3,3,4,7,5,5,10,0,10,0
225,CHE,1869,3,3,4,7,5,5,10,0,10,0
225,CHE,1870,3,3,4,7,5,5,10,0,10,0
225,CHE,1871,3,3,4,7,5,5,10,0,10,0
225,CHE,1872,3,3,4,7,5,5,10,0,10,0
225,CHE,1873,3,3,4,7,5,5,10,0,10,0
225,CHE,1874,3,3,4,7,5,5,10,0,10,0
225,CHE,1875,3,3,4,7,5,5,10,0,10,0
225,CHE,1876,3,3,4,7,5,5,10,0,10,0
225,CHE,1877,3,3,4,7,5,5,10,0,10,0
225,CHE,1878,3,3,4,7,5,5,10,0,10,0
225,CHE,1879,3,3,4,7,5,5,10,0,10,0
225,CHE,1880,3,3,4,7,5,5,10,0,10,0
225,CHE,1881,3,3,4,7,5,5,10,0,10,0
225,CHE,1882,3,3,4,7,5,5,10,0,10,0
225,CHE,1883,3,3,4,7,5,5,10,0,10,0
225,CHE,1884,3,3,4,7,5,5,10,0,10,0
225,CHE,1885,3,3,4,7,5,5,10,0,10,0
225,CHE,1886,3,3,4,7,5,5,10,0,10,0
225,CHE,1887,3,3,4,7,5,5,10,0,10,0
225,CHE,1888,3,3,4,7,5,5,10,0,10,0
225,CHE,1889,3,3,4,7,5,5,10,0,10,0
225,CHE,1890,3,3,4,7,5,5,10,0,10,0
225,CHE,1891,3,3,4,7,5,5,10,0,10,0
225,CHE,1892,3,3,4,7,5,5,10,0,10,0
225,CHE,1893,3,3,4,7,5,5,10,0,10,0
225,CHE,1894,3,3,4,7,5,5,10,0,10,0
225,CHE,1895,3,3,4,7,5,5,10,0,10,0
225,CHE,1896,3,3,4,7,5,5,10,0,10,0
225,CHE,1897,3,3,4,7,5,5,10,0,10,0
225,CHE,1898,3,3,4,7,5,5,10,0,10,0
225,CHE,1899,3,3,4,7,5,5,10,0,10,0
225,CHE,1900,3,3,4,7,5,5,10,0,10,0
225,CHE,1901,3,3,4,7,5,5,10,0,10,0
225,CHE,1902,3,3,4,7,5,5,10,0,10,0
225,CHE,1903,3,3,4,7,5,5,10,0,10,0
225,CHE,1904,3,3,4,7,5,5,10,0,10,0
225,CHE,1905,3,3,4,7,5,5,10,0,10,0
225,CHE,1906,3,3,4,7,5,5,10,0,10,0
225,CHE,1907,3,3,4,7,5,5,10,0,10,0
225,CHE,1908,3,3,4,7,5,5,10,0,10,0
225,CHE,1909,3,3,4,7,5,5,10,0,10,0
225,CHE,1910,3,3,4,7,5,5,10,0,10,0
225,CHE,1911,3,3,4,7,5,5,10,0,10,0
225,CHE,1912,3,3,4,7,5,5,10,0,10,0
225,CHE,1913,3,3,4,7,5,5,10,0,10,0
225,CHE,1914,3,3,4,7,5,5,10,0,10,0
225,CHE,1915,3,3,4,7,5,5,10,0,10,0
225,CHE,1916,3,3,4,7,5,5,10,0,10,0
225,CHE,1917,3,3,4,7,5,5,10,0,10,0
225,CHE,1918,3,3,4,7,5,5,10,0,10,0
225,CHE,1919,3,3,4,7,5,5,10,0,10,0
